playlist.id,playlist.name,TOP_1_keyword,TOP_1_keyword_freq,TOP_2_keyword,TOP_2_keyword_freq,TOP_3_keyword,TOP_3_keyword_freq,TOP_4_keyword,TOP_4_keyword_freq,TOP_5_keyword,TOP_5_keyword_freq,TOP_6_keyword,TOP_6_keyword_freq,TOP_7_keyword,TOP_7_keyword_freq,TOP_8_keyword,TOP_8_keyword_freq,TOP_9_keyword,TOP_9_keyword_freq,TOP_10_keyword,TOP_10_keyword_freq
3HjTMn6O6adW8vcSMnqmhw,"""Permanent Wave""",love,67,ca,65,get,57,enough,55.0,oh,46.0,feel,45.0,know,37.0,time,37.0,like,34.0,go,23.0
1kEczIkZH8IgaWT2BiApxZ,10er Playlist,oh,436,like,335,hol,300,work,269.0,na,234.0,yeah,230.0,know,204.0,let,193.0,bitch,193.0,say,163.0
0WicovBbxeB0nvQC6IfuaT,1987-1997 OLD SKOOL JAMZ,baby,302,love,217,na,139,let,136.0,ca,120.0,know,117.0,oh,97.0,right,87.0,gon,87.0,feel,86.0
0EmGNFBBgqLmvdQGPbgiMp,2000's hard rock,like,76,know,73,away,69,na,61.0,feel,54.0,see,53.0,never,52.0,wan,50.0,take,47.0,go,47.0
2DjIfVDXGYDgRxw7IJTKVb,2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS,oh,235,like,91,love,77,break,68.0,feels,54.0,yeah,33.0,na,32.0,watch,30.0,tempo,30.0,gon,29.0
53Ga3Xt9fumdJfhNNSBvzU,2011-2014 House,oh,107,na,103,gon,74,like,68.0,burn,67.0,love,66.0,let,54.0,take,53.0,yeah,51.0,got,51.0
6UJw1egIcZVfrBmcKs5uHH,2015 songs,like,214,know,179,oh,174,love,152.0,got,141.0,yeah,118.0,get,96.0,let,91.0,na,87.0,baby,84.0
16RNbqnNCCLlBJti7JU5nc,2019 in Indie Poptimism,like,327,know,283,na,229,love,220.0,got,192.0,oh,179.0,wan,155.0,feel,154.0,yeah,147.0,back,136.0
4JkkvMpVl4lSioqQjeAL0q,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,ooh,328,got,320,da,285,yeah,264.0,oh,251.0,never,233.0,na,205.0,uh,200.0,let,196.0,want,192.0
1QJ66s6YBZgxMUaVUyrhbo,3rd Coast Classics,bout,115,yeah,96,hell,81,get,72.0,know,70.0,got,64.0,body,61.0,like,56.0,rock,55.0,drop,54.0
76lrxCrKrGDkDDf3SVPnl3,70's Classic Rock,la,186,oh,114,love,88,na,79.0,get,78.0,go,75.0,come,73.0,yeah,68.0,like,65.0,know,56.0
6pZlZ20vt3aDjIKw98aBtQ,70s Hard Rock,love,196,na,147,like,119,got,117.0,get,112.0,yeah,104.0,know,98.0,come,96.0,gon,87.0,time,84.0
1uKFRCQYci8kVgMy3xzTVH,70s Pop & Rock Hits and Deep Tracks,la,364,love,236,na,160,know,150.0,one,137.0,oh,128.0,way,124.0,night,112.0,good,110.0,time,106.0
1oReEujyWpQv2OX68BVPPA,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),love,399,go,201,ca,188,know,157.0,baby,147.0,one,115.0,like,112.0,let,100.0,come,99.0,feel,94.0
65HtIbyFkaQPflCa4oW8KO,80's Songs | Top 💯 80s Music Hits,na,393,love,231,know,225,take,213.0,oh,209.0,wan,201.0,got,175.0,go,173.0,like,163.0,time,161.0
29dTrOurPDrMcrnio2q6hZ,80s / Classic Rock,got,170,yeah,167,love,141,want,131.0,oh,107.0,like,107.0,na,101.0,one,101.0,take,101.0,get,95.0
0XOIK4m26aeYSD61E5nSVW,80s Pop & Rock Hits and Album Tracks,love,415,na,271,know,256,oh,250.0,baby,153.0,time,141.0,gon,141.0,yeah,140.0,got,130.0,never,130.0
3X4HmijjKdwwLonCrOOEAZ,80s-90s R&B / New Jack Swing / Funk / Dance / Soul,love,329,baby,194,na,172,let,132.0,know,119.0,like,115.0,man,114.0,get,109.0,got,100.0,yeah,100.0
1g3APxk2mLVNU2TuHCPli0,90's Gangster Rap,get,143,ai,136,got,134,like,103.0,niggas,69.0,go,67.0,ya,65.0,nigga,65.0,know,63.0,shit,62.0
4IG024zoaGMurhTFBkMAv9,90's Hip Hop Ultimate Collection,like,572,got,387,get,362,come,227.0,know,202.0,da,201.0,yo,200.0,shit,194.0,man,159.0,ya,148.0
0dmInkymNnOTWvEFamSNzb,90's NEW JACK SWING,baby,424,na,373,love,316,got,261.0,want,252.0,wan,238.0,know,236.0,let,225.0,girl,208.0,get,186.0
2NMW1nwQYSVlXd26uLenX6,90's Southern Hip Hop,got,355,nigga,335,niggas,300,get,279.0,like,226.0,shit,217.0,cause,211.0,ai,207.0,know,182.0,see,135.0
50cXvxgMGrvoUeLhkzCyIO,90s Dance Hits,na,715,oh,274,get,265,come,256.0,baby,254.0,got,228.0,let,209.0,go,195.0,want,193.0,love,186.0
0C2zyPdlkbWHrwVg9gqNdU,90s Gangsta Rap / Top Hip-hop Classics,got,297,get,257,like,246,niggas,213.0,ai,191.0,na,167.0,baby,150.0,know,149.0,nigga,147.0,yeah,145.0
5yGuoOwRQF3o8NVRRlvCj7,90s Hiphop / Gangsta Rap,like,355,got,309,get,235,know,191.0,shit,178.0,niggas,176.0,one,138.0,cause,137.0,na,132.0,back,126.0
7LjRWGUdOmBdPG1W1bga4i,90s R&B - The BET Planet Groove/Midnight Love Mix,baby,529,love,429,yeah,324,know,313.0,oh,241.0,like,222.0,girl,207.0,na,199.0,got,173.0,let,168.0
5wsWBmQgDtKa8CEg7wTEMi,90s-2000s Southern Hip Hop / Crunk,got,508,nigga,446,like,417,get,372.0,know,317.0,niggas,303.0,ai,284.0,na,260.0,yeah,259.0,ya,232.0
0Ar0Ng9DlAWZtSPBvOQgOa,90s/00s Hip Hop & RnB,know,426,na,387,got,327,baby,309.0,girl,282.0,like,269.0,get,266.0,oh,257.0,la,256.0,love,236.0
19WuHd4MxWLzE1fpMmw4S4,< DARK TRAP >,got,177,fuck,170,never,148,like,147.0,know,139.0,na,126.0,bitch,110.0,ayy,110.0,wan,107.0,see,91.0
2fbrY1tuoW8Uji14H7623k,@deniceemoberg EDM - POP REMIXES,got,133,know,88,oh,85,come,82.0,ooh,80.0,na,78.0,like,73.0,la,72.0,hey,67.0,thing,66.0
4ZO0wp9G8FA3X6oYNBzda6,A Loose Definition of Indie Poptimism,like,328,got,299,side,253,oh,243.0,na,213.0,never,194.0,give,192.0,low,191.0,go,189.0,know,181.0
37i9dQZF1DX0sDai2F5jCQ,A1 Hip-Hop,like,306,got,232,yeah,175,get,147.0,ai,133.0,know,132.0,fuck,100.0,nigga,94.0,never,93.0,na,92.0
6pPpLz42hUkr8gbMirkAEl,ALPAS Music Festival,life,8,hooo,8,love,7,summer,6.0,everbody,4.0,dancefloor,4.0,singing,4.0,gives,4.0,beat,4.0,heee,4.0
37i9dQZF1DXd8p9XRfIfUn,Academia Reggaetón,yeah,9,mimosas,9,yo,7,soon,6.0,come,6.0,peligrosa,6.0,quiero,4.0,want,4.0,te,4.0,lay,3.0
37i9dQZF1DWVyizF9BJ61m,Afro Psychedelica,afrobeat,34,blues,34,got,30,easy,18.0,going,17.0,khala,12.0,friend,12.0,na,11.0,day,11.0,back,8.0
7fRlDx99wBg6i45OCvxwKY,Alex Workout,na,37,feel,34,keep,30,yeah,26.0,deep,25.0,low,25.0,pum,24.0,gon,24.0,trouble,24.0,pushing,22.0
37i9dQZF1DWTggY0yqBxES,Alternative Hip Hop,like,245,love,182,got,147,know,146.0,need,128.0,ai,126.0,yeah,116.0,one,91.0,get,89.0,back,88.0
37i9dQZF1DWVFZbCNivv6B,Arena Hip-Hop,el,23,que,20,la,20,oh,18.0,mami,18.0,en,13.0,de,13.0,está,12.0,un,10.0,ahora,8.0
1CMvQ4Yr5DlYvYzI0Vc2UE,BALLARE - رقص,oh,478,yeah,383,got,345,like,311.0,love,293.0,na,291.0,know,233.0,take,230.0,feel,222.0,get,218.0
4QtO2XySphMOJt7pX0yaVi,BIG-ROOM NEVER DIES !,power,58,hands,50,raise,44,man,33.0,bad,32.0,call,28.0,spaceman,28.0,never,23.0,turn,21.0,like,21.0
3a9y4eeCJRmG9p4YKfqYIx,"Back in the day - R&B, New Jack Swing, Swingbeat, RNB..etc.",baby,387,love,277,know,237,yeah,218.0,girl,198.0,got,193.0,let,170.0,like,155.0,na,149.0,oh,147.0
44bkJI1QGkT2O0GYJSsbkp,Badass Rock,got,205,na,163,love,159,oh,142.0,gon,130.0,know,121.0,like,119.0,time,107.0,yeah,102.0,take,91.0
37i9dQZF1DXdOtZGKonFlM,Best of 2019 Dance Pop: Japan,move,140,make,37,say,36,famous,34.0,come,33.0,breakthrough,29.0,yeah,27.0,pum,24.0,heart,21.0,sing,20.0
63Y9Sk7Twusm6ZNssHxKaa,Best of New Jack Swing,baby,61,love,58,na,43,remember,42.0,time,39.0,right,35.0,gon,33.0,got,27.0,yeah,27.0,girl,24.0
6SrHyxIxWfQx9ISEr6yowk,Big Room 2019,love,97,got,73,mind,57,yeah,56.0,like,48.0,dada,33.0,na,32.0,land,30.0,time,30.0,know,30.0
3PNyCpkY7NAXyhopBpj7vc,Big Room Beast,oh,61,turn,50,put,49,get,40.0,hands,36.0,yeah,35.0,em,20.0,hey,18.0,boss,18.0,like,17.0
3S03NWbWkrR1e7DPH9rf9Z,Big Room EDM,without,109,oh,75,go,41,na,32.0,back,29.0,alone,28.0,city,26.0,strange,24.0,gon,20.0,tear,20.0
7xWdFCrU5Gka6qp1ODrSdK,Big Room EDM - by Spinnin' Records,hands,66,go,33,put,26,away,24.0,complication,20.0,imagination,16.0,let,14.0,lets,14.0,make,13.0,night,11.0
7vJOXFe40axY7qS39vGDyH,Big Room House,like,44,feel,35,make,18,magic,16.0,fireflies,12.0,energy,10.0,everything,9.0,yes,8.0,magical,8.0,club,8.0
2EnVd4ugXUybVQoQrarICY,Big Room House / Bigroom,tell,45,baby,37,yeah,36,got,25.0,love,21.0,know,19.0,go,18.0,ask,13.0,right,12.0,friends,12.0
5Bx5niVgi3qGQQw06C0RKq,Big Room House | Festival Bangers,pecan,109,hey,62,oh,58,bang,54.0,pie,40.0,wo,36.0,like,35.0,feel,34.0,yeah,27.0,fly,26.0
5FhhmunkvwTAsGaiXpRHkJ,Big White Room-Jessie-J,love,48,yeah,46,like,35,laughing,31.0,stand,23.0,last,22.0,feel,20.0,still,19.0,na,19.0,ca,19.0
37i9dQZF1DX56crgoe4TG3,Bluegrass Covers,know,87,love,80,oh,71,like,65.0,get,58.0,baby,50.0,mind,49.0,night,47.0,got,46.0,take,44.0
56dbowk1V5ycS5jW7DSvi5,Blues Rock,got,117,ai,84,get,83,baby,81.0,go,78.0,oh,69.0,na,64.0,love,59.0,know,59.0,way,55.0
08QTrfsYYouffgnPjmllAQ,Bounce United,find,20,monster,20,oh,16,well,16.0,ooh,16.0,way,14.0,tonight,12.0,feel,12.0,know,12.0,pants,10.0
2dNitDEHM9FpUGEHWc7zyW,Brand New EDM,could,36,outside,27,ca,21,ever,13.0,wanted,13.0,said,7.0,cause,7.0,know,7.0,tell,7.0,friends,7.0
0MhTMIo1bgH6zzPh7BdChT,CHRISTIAN ELECTRO / DANCE / EDM,oh,257,love,222,know,172,rip,154.0,yeah,152.0,got,150.0,na,115.0,like,109.0,ah,96.0,time,82.0
4sr2xEhXQR5VuZ0LZX8TQ8,CSR 103:9 (GTA: SA),baby,44,man,42,need,36,afraid,29.0,feel,26.0,poison,25.0,got,21.0,like,20.0,give,20.0,right,19.0
37i9dQZF1DWSJHnPb1f0X3,Cardio,oh,447,love,265,know,250,yeah,201.0,na,193.0,want,168.0,let,146.0,like,142.0,hope,138.0,better,136.0
3xMQTDLOIGvj3lWH5e5x6F,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,love,152,feels,72,know,64,yeah,58.0,ooh,58.0,got,56.0,sugar,54.0,mmm,52.0,oh,52.0,watermelon,50.0
3o3xRXWMtBMezk0E3wmtGI,Chicano Rap,know,121,got,118,get,107,like,105.0,back,86.0,fuck,70.0,time,66.0,let,64.0,shit,63.0,na,62.0
4NlAd9NpIa92IjErMyAriM,Chillout & Remixes 💜,oh,433,love,298,know,170,come,134.0,na,104.0,yeah,103.0,get,103.0,got,101.0,let,96.0,heart,91.0
0UXwwVDipbBQeEX7h4YuKU,Chixtape 5 - Tory Lanez,yeah,495,like,305,got,252,get,182.0,know,179.0,go,167.0,oh,158.0,ai,151.0,nigga,144.0,ooh,129.0
37i9dQZF1DWUUPO0Sbx2CM,Christian Dance Party,love,346,let,149,know,143,like,119.0,oh,114.0,na,114.0,yeah,109.0,go,98.0,life,94.0,never,91.0
6FZYc2BvF7tColxO8PBShV,Christmas Soul,la,270,christmas,254,santa,132,merry,110.0,oh,99.0,love,97.0,baby,94.0,claus,92.0,little,79.0,year,77.0
3j2osvmecEao5nmo9jZ5df,City Pop 1985 シティーポップ,dance,24,boogie,20,love,16,flying,10.0,goodbye,8.0,last,6.0,good,6.0,odoridase,4.0,hikari,4.0,get,4.0
1gAeQGQ7hr2q7IYmaejDW6,Classic Hard Rock,na,243,oh,176,yeah,133,got,131.0,get,128.0,rock,127.0,love,118.0,know,114.0,take,75.0,go,74.0
5BygwTQ3OrbiwVsQhXFHMz,Classic Rock,yeah,173,na,128,oh,127,come,123.0,love,117.0,got,115.0,ooh,112.0,like,110.0,lo,101.0,way,99.0
3Ho3iO0iJykgEQNbjB2sic,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",got,143,na,131,know,126,yeah,120.0,back,92.0,get,90.0,slow,78.0,love,78.0,world,70.0,like,68.0
37i9dQZF1DXdOEFt9ZX0dh,Classic Rock Drive,got,126,yeah,125,baby,123,love,121.0,na,119.0,somebody,94.0,find,91.0,oh,90.0,know,88.0,gon,77.0
6TeyryiZ2UEf3CbLXyztFA,Classic Rock Greatest Hits,love,232,know,145,yeah,138,like,131.0,ca,127.0,one,126.0,get,119.0,na,114.0,got,95.0,oh,94.0
3NcxM1LJJdua8AcRxtijNY,Classic Rock Legends,baby,87,love,85,na,78,wan,56.0,get,48.0,rock,47.0,oh,47.0,know,46.0,night,46.0,got,45.0
37i9dQZF1DX0fWtUuB7bFE,Classic Rock Now,lonely,64,na,60,light,59,let,49.0,shine,49.0,yeah,46.0,go,45.0,came,45.0,rain,44.0,wan,43.0
7CESj1xKbxdArRzloygvkl,Classic Rock Playlist.,rock,219,na,133,yeah,103,bad,102.0,hey,101.0,love,97.0,got,93.0,get,92.0,baby,80.0,know,77.0
4lIywN6kXl9KPm3OQ8u8G7,Classic Rock Radio,oh,179,yeah,149,love,95,na,77.0,like,71.0,mony,59.0,got,54.0,time,54.0,go,48.0,way,48.0
6gUFdcGzKAHyDXY9TKC6cP,Classic Rock Retrogamer,love,159,oh,120,come,119,got,115.0,na,105.0,like,97.0,know,91.0,yeah,88.0,get,87.0,let,85.0
37i9dQZF1DWYNSm3Z3MxiM,Classic Rock Workout,get,40,band,40,jungle,38,away,36.0,american,36.0,love,35.0,shot,31.0,go,30.0,na,26.0,sweet,26.0
7sq6nuruoMyDhEWkX2oYOg,Club Mix 2020 🍹,away,112,turn,66,know,62,reality,62.0,without,46.0,go,43.0,work,42.0,way,41.0,come,36.0,back,36.0
6h9DHd1pHHiK84cQqJZyIp,Coldplay – Ghost Stories (Deluxe Edition),fly,27,arms,18,love,16,call,16.0,another,16.0,light,14.0,go,13.0,always,11.0,ever,11.0,fire,10.0
68y3WoFJMMKDHUIpqCnoM3,Contemporary Hip Hop,like,493,got,434,nigga,414,niggas,374.0,get,288.0,yeah,274.0,back,234.0,ai,232.0,shit,206.0,na,199.0
6wyJ4bsjZaUKa9f6GeZlAO,Contemporary Urban,yeah,273,like,227,got,172,know,168.0,back,159.0,bricks,142.0,bring,133.0,oh,124.0,get,123.0,want,116.0
5GiPRvTccToqwOzkoAcDrY,Crossfit‏‏​​   ‍,oh,188,front,156,let,154,love,116.0,back,110.0,go,100.0,one,97.0,name,82.0,know,78.0,body,78.0
37i9dQZF1DWZQaaqNMbbXa,Dance Pop,oh,1964,know,885,na,738,let,734.0,love,596.0,yeah,563.0,wan,510.0,way,498.0,like,480.0,see,415.0
37i9dQZF1DX6pH08wMhkaI,Dance Pop Hits,know,277,na,255,yeah,239,love,239.0,go,211.0,got,159.0,never,146.0,let,140.0,like,136.0,dance,130.0
4SdfG4cPG3skmTiQLozZGh,Dance Pop Tunes,come,795,know,337,love,274,like,266.0,night,257.0,get,213.0,yeah,206.0,na,205.0,need,200.0,one,174.0
37i9dQZF1DXahYFr91pFvG,Dance Pop: Japan,move,140,make,34,come,33,love,29.0,reason,20.0,heart,17.0,start,17.0,yeah,16.0,na,14.0,night,13.0
37i9dQZF1DX2ENAPP1Tyed,Dance Room,know,182,na,159,love,143,wan,131.0,time,131.0,oh,130.0,think,127.0,like,105.0,dance,98.0,close,96.0
6mMk6QCzEgT3QGaCV1R4S5,Dancefloor Beats,love,114,oh,110,got,108,yeah,85.0,like,79.0,feel,74.0,know,73.0,could,60.0,want,54.0,ride,54.0
5CMvAWTlDPdZnkleiTHyyo,Deep Electronic Music 2020 & Progressive House,need,99,love,99,want,61,know,58.0,go,54.0,let,46.0,like,45.0,come,39.0,blow,37.0,power,36.0
744VClUYfFnZCDPcOUkg5G,Deep-deep Bubble Pop,love,239,oh,220,know,151,na,149.0,like,136.0,get,120.0,let,110.0,hey,104.0,need,91.0,yeah,84.0
0tLHH1C4HkWEUCXXSSjbOe,Dirty South Rap Classics by DJ HOTSAUCE,nigga,447,get,420,like,373,got,334.0,know,326.0,ai,295.0,niggas,226.0,shit,225.0,let,222.0,ass,220.0
6jAPdgY9XmxC9cgkXAVmVv,Dr. Q's Prescription Playlist💊,yeah,541,like,482,na,454,oh,441.0,thunder,439.0,love,401.0,got,377.0,take,336.0,get,301.0,back,301.0
0cvVad4XizGbOS0vlwZYS5,EDM - pop remixes,oh,358,love,355,like,313,know,265.0,na,256.0,let,215.0,got,144.0,baby,143.0,go,137.0,gon,135.0
1T0ed6Mg0QIruHvcoWWIKy,EDM 2019,lick,111,got,83,hands,66,na,65.0,work,57.0,people,46.0,loving,44.0,give,44.0,vibe,42.0,rhythm,42.0
25ButZrVb1Zj1MJioMs09D,EDM 2020 House & Dance,got,176,da,171,ride,147,oh,137.0,uh,114.0,feel,85.0,na,83.0,wan,76.0,love,72.0,baby,66.0
5CTzufLc0f6MufjKYrIaoO,EDM House & Dance,like,43,love,29,got,26,work,25.0,feel,22.0,kick,21.0,oh,17.0,away,16.0,menage,16.0,trois,16.0
2d3oOPO0csDU40JyiGwFaF,EDM Pop,na,88,jungle,17,king,16,wanted,8.0,mars,8.0,lalalalalala,6.0,love,6.0,got,5.0,say,5.0,another,4.0
3pS63EDS40FVGYL41zAcU4,EDM TROPICAL,oh,425,love,192,na,183,like,178.0,come,158.0,know,143.0,yeah,109.0,wan,105.0,baby,99.0,let,97.0
7CEEEMKV41x0RlFCXWdvKF,EDM Trap,like,169,oh,167,love,161,know,154.0,got,135.0,na,123.0,say,113.0,wan,94.0,name,79.0,let,69.0
6gHk5RFrnALbDNJdaXKivi,EDM/POP,know,187,low,180,love,173,na,123.0,got,104.0,give,100.0,baby,98.0,go,97.0,let,93.0,keep,92.0
1N5dPU0Ca9N9AwBbUeyzX5,ELECTRO HOUSE 2020,pony,90,started,52,ride,51,get,50.0,low,22.0,let,15.0,yo,14.0,move,14.0,selecta,12.0,motherfucking,11.0
2UsEj2GUukV0GLbsE3rldz,ELECTROPOP,like,402,oh,368,got,329,time,272.0,na,262.0,know,254.0,work,202.0,get,201.0,love,196.0,run,188.0
44p8nNLe4fGfUeArS3MaIX,ELECTROPOP🐹,yeah,198,know,195,oh,190,got,173.0,around,166.0,get,161.0,world,151.0,want,148.0,go,142.0,like,141.0
7316uT3vVzTidCI8cinBUv,ELETRIC POP & DANCE,lonely,23,know,21,let,15,yeah,15.0,na,12.0,sad,12.0,ooh,12.0,gon,9.0,go,8.0,ever,8.0
6k45gxiQhfVqACfIdqONsC,Electro House,black,100,rave,43,know,41,hands,38.0,bring,37.0,everything,35.0,never,35.0,goes,34.0,tired,32.0,tell,30.0
4pVZ70y8vzzkn2GVwQbQw8,Electro House - by Spinnin' Records,work,44,drums,42,body,36,let,33.0,see,33.0,big,33.0,beat,33.0,jump,28.0,everybody,20.0,give,18.0
317O0e8iWJLClLGDKtieRe,Electro House 2020,oh,100,love,82,waiting,53,got,45.0,tell,28.0,follow,26.0,make,24.0,summertime,24.0,everything,22.0,know,22.0
1G0q0NK7g3C0XerNqq7GbL,Electro House Top Tracks,never,127,na,87,wan,75,yeah,71.0,make,67.0,pull,64.0,lambo,64.0,need,62.0,love,58.0,ca,57.0
2a5i2ZtEXGKwVGL16J8N0p,Electro Pop | Electropop,feel,50,electric,39,na,33,long,29.0,like,28.0,girl,27.0,wan,26.0,shot,26.0,oh,25.0,got,25.0
6nZaTh6K1SwhdELFTmA99C,Electro Posé - Discoveries,know,41,keep,30,go,29,every,29.0,never,27.0,feel,25.0,step,24.0,oh,24.0,back,23.0,think,23.0
3Dr4NKbsFQ2m7tmPxGRroO,Electro Swing,got,124,let,91,go,84,time,70.0,love,65.0,ai,64.0,way,58.0,get,56.0,perfect,53.0,man,51.0
5M7xLCQTYJL0lbKIrUn3a4,Electro Swing Top 100,got,95,like,80,get,70,let,65.0,na,63.0,oh,59.0,night,57.0,go,53.0,see,50.0,gon,49.0
1HtnPDj2V126xB9tJP786P,Electro/Progressive/Club House,yeah,113,got,97,na,83,love,79.0,know,72.0,ta,68.0,like,61.0,time,56.0,night,53.0,feel,50.0
0cuHKz65ZPqBX1brG8djlg,ElectroPop,na,157,let,151,love,135,like,120.0,know,112.0,wan,104.0,feel,103.0,coming,97.0,go,93.0,got,80.0
4frhr6RQM2fMOm2mpvOVo6,ElectroPop 2020,oh,172,one,160,know,155,na,143.0,go,123.0,let,107.0,yeah,103.0,got,98.0,get,96.0,love,76.0
2Z5cPJ6Z4EVZAfF08amjvL,Electropop,go,393,like,332,yeah,308,oh,236.0,got,232.0,na,223.0,know,217.0,get,187.0,never,173.0,time,168.0
5TiiHps0hNCyQ6ijVkNZQs,Electropop - Pop,love,262,got,260,like,214,oh,207.0,know,199.0,na,181.0,side,178.0,let,164.0,go,143.0,baby,137.0
4Bi8VLtaSu0JILliif8lH6,Electropop 2019,love,482,like,393,na,332,yeah,325.0,know,291.0,wan,255.0,oh,223.0,got,212.0,say,191.0,baby,171.0
3FBD3d5zl74LaoBMVC4IXq,Electropop 80/90s,na,151,enough,108,like,107,get,107.0,ca,105.0,love,57.0,want,46.0,hungry,36.0,wolf,36.0,dodo,32.0
7p30DzTAgW6OhspSXHTI88,Electropop And Play,get,75,end,56,right,54,never,53.0,let,50.0,got,48.0,need,46.0,life,44.0,ca,38.0,like,35.0
7kyvBmlc1uSqsTL0EuNLrx,Electropop Hits  2017-2020,oh,485,know,485,yeah,366,na,350.0,love,342.0,like,330.0,baby,286.0,got,269.0,home,220.0,get,178.0
0o5gKmuET7F3lQnpFxvPO8,"Electrónica, Progressive House, Electro House y más 🎧",oh,159,na,94,love,93,get,74.0,go,72.0,high,67.0,like,62.0,never,59.0,know,57.0,black,54.0
49EXQVXh5k1t8SOhmUeyU7,Epic Bass Drops,dum,196,work,163,low,122,get,81.0,like,77.0,drop,75.0,bounce,72.0,bitch,70.0,better,64.0,give,63.0
4IS7o1utOzhimFEFnj9gmu,Epic Bass Drops | Best House Mixes,got,141,let,83,like,75,go,75.0,feel,65.0,oh,42.0,love,41.0,hands,41.0,know,39.0,want,39.0
0k2IDDkcVyIpIgE6d1woDM,Exitos 2020 - Latin Billboard,let,20,mistake,17,beautiful,16,oh,15.0,know,13.0,feeling,9.0,one,8.0,go,7.0,right,6.0,song,6.0
3CzQZEf6jmEjDmBIVO9rdR,F**KIN PERFECT,money,26,luna,24,oh,21,got,20.0,back,10.0,pick,8.0,na,7.0,hell,7.0,pay,7.0,feel,6.0
37i9dQZF1DWTDafB3skWPN,Feeling Accomplished,like,190,oh,119,yeah,115,get,105.0,got,95.0,level,91.0,baby,90.0,bitch,85.0,bam,69.0,know,67.0
5QaPRbVgbEcCc9jC1UxgD1,Female Vocal EDM,oh,201,love,168,know,127,like,108.0,feel,72.0,yeah,72.0,na,70.0,ca,69.0,want,65.0,way,62.0
73uj4YmsC7SJ6SbUMTvf07,"Festival Music 2019 - Warm Up Music (EDM, Big Room & Progressive House)",love,56,night,43,na,40,like,40.0,know,39.0,give,39.0,got,35.0,wan,34.0,leave,34.0,go,29.0
2kY6lVc5EcVfI5WNKmPQQG,Fiesta Latina Mix 🎈🎉💃🏻🕺🏻☀️🏖,tu,32,oh,18,que,14,heh,14.0,seguimos,12.0,acercándonos,12.0,tú,12.0,records,8.0,yeah,8.0,algo,8.0
6KnQDwp0syvhfHOR4lWP7x,Fitness Workout Electro | House | Dance | Progressive House,oh,168,boom,104,go,96,hey,96.0,let,96.0,know,88.0,come,76.0,collides,70.0,give,68.0,yeah,64.0
37i9dQZF1DX4OjfOteYnH8,Flow Selecto,song,4,released,4,lyrics,2,yet,2.0,please,2.0,check,2.0,back,2.0,,,,,,
0FCHg9zJMNNiOokh3hVcxd,Fresh EDM | Progressive House | Electro House | Trap | Deep House | Electronic | Future House/Bass,know,179,love,144,na,134,night,127.0,like,105.0,get,95.0,baby,77.0,got,76.0,wan,75.0,alright,69.0
4RFszTXlSMZFgpqIJS3754,Fresh Essentials,falling,12,get,7,someone,6,fallin,6.0,never,6.0,found,6.0,back,5.0,wo,5.0,gon,5.0,na,5.0
3DUkl93JjPdOyX83SJr5ms,GANGSTA RAP,yeah,433,nigga,315,like,269,bitch,259.0,got,245.0,shit,153.0,niggas,150.0,ai,138.0,get,137.0,fuck,127.0
5GA8GDo7RQC3JEanT81B3g,GANGSTA Rap,pa,33,gangland,32,nigga,18,babooyaka,12.0,boooyaka,12.0,keep,9.0,und,7.0,gun,6.0,ich,6.0,wir,5.0
6m0BqpJfSP2m5xCOFjDRHw,GTA San Andreas Radio Los Santos,got,221,like,217,yeah,167,bitch,141.0,get,113.0,fuck,106.0,nigga,97.0,go,85.0,ayy,80.0,know,79.0
31R7Gd07KsDafqJEeL4Hqr,GTA V - Radio Mirror Park,oh,72,setup,69,fall,68,never,46.0,time,44.0,go,36.0,love,34.0,come,33.0,hold,33.0,heart,32.0
0BwUQpqHSlC2YfKwOp2dQV,Gangsta Rap 💎 Rap Party,like,93,shit,63,bitch,60,ohhhh,52.0,got,51.0,see,48.0,take,45.0,know,43.0,nigga,42.0,ayy,41.0
62spXXfUxBed8nbd5xvH2O,Gangsta Rap/90's Hip-Hop,get,496,like,419,got,369,ai,309.0,shit,265.0,fuck,260.0,yeah,245.0,know,236.0,nigga,234.0,niggas,209.0
5joQabz9ys3XPGbSx5CaKv,Gangster Rap,like,461,got,303,shit,200,niggas,190.0,nigga,185.0,get,181.0,yeah,175.0,know,169.0,ai,165.0,go,162.0
0ZRwrJ2EDGyKR6YgQPWXeO,Gangster Rap Workout,got,360,get,309,like,283,niggas,270.0,nigga,239.0,know,212.0,ai,202.0,go,196.0,shit,182.0,na,165.0
2e0d7otcM1oyecfi3zZPWk,Gangster Rap | 100 % Gangster,nigga,369,like,314,get,268,gon,244.0,got,231.0,niggas,226.0,know,209.0,ai,171.0,go,167.0,na,157.0
37i9dQZF1DX4F2k37fMTyn,Girl On Fire,na,88,yeah,78,oh,60,good,60.0,got,54.0,like,49.0,baby,48.0,bad,45.0,better,44.0,know,40.0
